addresspoid,housenum,geo_housenum,geo_streetname,geo_return_code,geo_message,geo_reason_code
5195650,18,18,HOUSMAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195651,20,20,HOUSTON STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5195653,475,475,CLERMONT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195669,224A,224A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195670,224B,224B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195671,226A,226A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195672,226B,226B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195673,228A,228A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195674,228B,228B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195676,242A,242A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195677,242B,242B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195679,244A,244A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195680,244B,244B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195681,246A,246A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195682,246B,246B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195683,254A,254A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195684,254B,254B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195685,256A,256A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195686,256B,256B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195687,258A,258A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195688,258B,258B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195689,260A,260A,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195690,260B,260B,KATAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195711,95A,95A,LINCOLN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195717,62,62,EAST LOOP ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5195721,40,40,MC CLEAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195722,215,215,MC BAINE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195723,136,136,MAYBERRY PROMENADE,42,ADDRESS NUMBER OUT OF RANGE,""
5195766,311,311,MORELAND STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5195768,10A,10A,NASO COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5195769,12A,12A,NASO COURT,42,ADDRESS NUMBER OUT OF RANGE,""
5195771,23A,23A,LOCUST PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
5195779,360A,360A,NEW DORP LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5195783,86,86,NEW DORP PLAZA,42,ADDRESS NUMBER OUT OF RANGE,""
5195784,57A,57A,NEWARK AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195787,723,723,FOREST AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195794,250,250,OLD TOWN ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
5195800,104,104,OTIS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195803,105B,105B,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195804,105C,105C,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195809,245,245,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195813,398,398,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195814,402,402,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195816,414,414,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195817,420,420,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195818,428,428,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195821,446,446,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195822,454,454,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195823,462,462,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195824,85C,85C,PAGE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195848,492A,492A,PORT RICHMOND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195855,238,238,PULASKI AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195857,277,277,QUINTARD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5195858,279,279,QUINTARD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5195859,283,283,QUINTARD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5195865,62A,62A,RECTOR STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5195866,471,471,RENSSELAER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195872,3285E,3285E,RICHMOND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195897,438D,438D,PORT RICHMOND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195912,11,11,HIGHLAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195925,167,167,SAND LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5195926,171,171,SAND LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5195927,173,173,SAND LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5195928,130,130,SCHMIDTS LANE,42,ADDRESS NUMBER OUT OF RANGE,""
5195934,40,40,SEAVIEW AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195942,64,64,SHARROTT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195944,561,561,SHELDON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195945,1805A,1805A,FOREST AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195949,239,239,SINCLAIR AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195950,235,235,SINCLAIR AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195952,435,435,SLEIGHT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195957,1518,1518,STORY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195958,1516,1516,STORY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
5195963,21A,21A,WEST    8 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
5195964,137A,137A,HENRY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9100478,247,247,GRAFTON STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9101013,23,23,STEELE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9101741,341,341,MARSHALL DRIVE,50,MARSHALL DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9102796,131-14,131-14,ROOSEVELT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9103736,249,249,FINLAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9104416,129B,129B,DEGRAW STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9104417,129C,129C,DEGRAW STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9104418,129D,129D,DEGRAW STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9104436,45,45,OCEANA DRIVE,50,OCEANA DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9104537,231,231,QUINCY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9106139,125,125,BEACH   61 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9107426,2542A,2542A,WHITE PLAINS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
9107608,418,418,EAST  141 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9109213,156-19,156-19,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9110041,1001,1001,RICHMOND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9111219,2170,2170,HUGHES AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9111222,985,985,MACE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9112346,144-68,144-68,8 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9112895,291,291,LAFAYETTE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9113282,8,8,CATTARAUGUS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9115401,7131,7131,CRESCENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9115582,317,317,KINGSTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9115816,41-42,41-42,72 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9115829,127-54B,127-54B,WILLETS POINT BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
9116128,234-24,234-24,MERRICK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
9116411,778,778,PATTERSON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9117010,130,130,FRONT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9117284,6332,6332,HYLAN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
9117308,333,333,BURGHER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9117406,1701/2,170 1/2,FIGUREA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9117407,170,170,FIGUREA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9117548,110,110,TOMPKINS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9117698,79,79,MACFARLAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9117737,490,490,EAST   91 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9117937,447,447,EAST  147 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9117937,453,453,EAST  147 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9118780,38-28,38-28,27 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9200312,9,9,PULASKI STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9200337,74-03,74-03,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9200678,173-33,173-33,VASWANI AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9200918,77-15,77-15,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9200942,77-03,77-03,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9200998,107-42,107-42,I  678,42,ADDRESS NUMBER OUT OF RANGE,""
9201206,22-46,22-46,46 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9201238,173-31,173-31,VASWANI AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9201596,914,914,103 STREET,50,103 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9201996,77-07,77-07,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9202052,76-15,76-15,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9202079,463,463,EAST  186 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9202123,26-68,26-68,29 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9202885,77-08,77-08,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9203274,15-20,15-20,120 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9203388,76-09,76-09,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9203416,934,934,103 STREET,50,103 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9203423,86-01,86-01,51 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9203753,77-16,77-16,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9204046,930,930,103 STREET,50,103 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9204784,170,170,JACOB STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9204960,193,193,JAFFRAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9205086,76-07,76-07,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9205237,2670,2670,SOUTHERN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
9205237,2692,2692,SOUTHERN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
9205253,348,348,MARSHALL DRIVE,50,MARSHALL DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9205255,342,342,MARSHALL DRIVE,50,MARSHALL DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9205256,343,343,MARSHALL DRIVE,50,MARSHALL DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9205844,71A,71A,REGAL WALK,42,ADDRESS NUMBER OUT OF RANGE,""
9206095,75-18,75-18,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9206124,76-12,76-12,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9206184,75-11,75-11,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9206400,77-04,77-04,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9206482,75-16,75-16,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9207033,455,455,ZEREGA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9207132,227,227,EAST   19 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9207151,422A,422A,BEACH   37 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9207208,75-12,75-12,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9207835,234,234,ROXBURY TERRACE,42,ADDRESS NUMBER OUT OF RANGE,""
9207936,76-11,76-11,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9208088,75-07,75-07,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9208092,77-18,77-18,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9208111,346,346,MARSHALL DRIVE,50,MARSHALL DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9208368,226,226,BAY   32 STREET,50,BAY   32 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9208458,85-73,85-73,SANTIAGO STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9208458,85-77,85-77,SANTIAGO STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9208572,173-29,173-29,VASWANI AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9208645,77-11,77-11,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9208678,45-52C,45-52C,BOWNE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9208695,75-01,75-01,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9209032,29-11,29-11,215 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9209141,140-32,140-32,"",17,BOROUGH CODE IS MISSING,""
9209148,76-06,76-06,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9209166,75-02,75-02,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9209787,1815,1815,101 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9209912,345,345,MARSHALL DRIVE,50,MARSHALL DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9210121,74-07,74-07,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9210211,20-66,20-66,24 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9210259,155-02,155-02,TUSKEGEE AIRMEN WAY,42,ADDRESS NUMBER OUT OF RANGE,""
9210292,77-09,77-09,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9210422,76-18,76-18,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9210467,75-10,75-10,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9210731,75-15,75-15,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9210744,926,926,103 STREET,50,103 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211055,654,654,RICHMOND TERRACE,42,ADDRESS NUMBER OUT OF RANGE,""
9211210,77-12,77-12,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211214,75-08,75-08,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211215,75-17,75-17,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211222,75-06,75-06,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211255,86-74,86-74,80 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9211261,75-05,75-05,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211290,173-23,173-23,VASWANI AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9211432,329,329,HILLSIDE AVENUE,75,DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON,""
9211467,76-02,76-02,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211701,112,112,SCOTT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9211733,77-17,77-17,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211748,75-09,75-09,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9211937,77-06,77-06,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9212391,76-10,76-10,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9212768,77-10,77-10,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9212871,331,331,HILLSIDE AVENUE,75,DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON,""
9213294,77-05,77-05,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9213374,149-43,149-43,9 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9213417,3056,3056,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9213542,76-16,76-16,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9213770,10-47B,10-47B,116 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9213781,76-01,76-01,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9213978,74-01,74-01,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9214273,76-05,76-05,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9214353,55,55,OCEANA DRIVE,50,OCEANA DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9214567,916,916,103 STREET,50,103 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9214586,1500B,1500B,WATERS PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
9214685,344,344,MARSHALL DRIVE,50,MARSHALL DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
9214778,239,239,BEACH   76 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9215012,1402,1402,DICKENS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9215090,76-08,76-08,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9215237,433,433,EAST   60 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9215249,3058,3058,EAST  177 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
9215631,173-35,173-35,VASWANI AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9215936,91,91,COLUMBUS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9215957,201,201,ANDES ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
9216177,473,473,AVENUE S,42,ADDRESS NUMBER OUT OF RANGE,""
9216298,76-17,76-17,BEACH   74 STREET,50,BEACH   74 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
9224803,251,251,ARLINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
9236821,4601-B11,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B11  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236822,4601-B14,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B14  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236823,4601-B15,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B15  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236824,4601-B16,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B16  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236825,4601-B17,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B17  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236826,4601-B18,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B18  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236827,4601-B19,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B19  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236828,4601-B20,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B20  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236829,4601-B21,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B21  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236830,4601-B3,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B3  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236831,4601-B1,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B1  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236832,4601-B7,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B7  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236833,4601-B5,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B5  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236834,4601-C9,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-C9  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.,1
9236835,4601-C7,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-C7  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.,1
9236836,4601-C6,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-C6  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.,1
9236837,4601-C5,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-C5  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.,1
9236838,4601-C4,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-C4  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.,1
9236839,4601-C3,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-C3  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.,1
9236840,4601-C2,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-C2  CONTAINS AN INVALID CHARACTER(C) IN POSITION 6.,1
9236841,4601-B9,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-B9  CONTAINS AN INVALID CHARACTER(B) IN POSITION 6.,1
9236842,4601-A1,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A1  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236843,4601-A2,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A2  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236844,4601-A3,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A3  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236845,4601-A4,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A4  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236846,4601-A5,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A5  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236847,4601-A6,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A6  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236848,4601-A7,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A7  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236849,4601-A8,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A8  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236850,4601-A9,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A9  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236851,4601-A10,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A10  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236852,4601-A11,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A11  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236853,4601-A24,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A24  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236854,4601-A12,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A12  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236855,4601-A14,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A14  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236856,4601-A15,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A15  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236857,4601-A16,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A16  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236858,4601-A17,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A17  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236859,4601-A18,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A18  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236860,4601-A19,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A19  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
